start_time,end_time,duration,average_B,MFR_axis_x,MFR_axis_y,MFR_axis_z,altitude,azimuth,beta,diameter,speed,density
2019-02-18/01:55:00,2019-02-18/04:25:00,150,5.987,0.360342741,-0.852805495,-0.377989501,112.21,-67.09,0.172720909,1573321.653,330.719,4.353
2019-02-18/06:06:00,2019-02-18/06:36:00,30,5.516,-0.357877284,-0.175880983,0.917054892,23.5,-153.83,0.248764485,292959.3201,330.72,4.353
2019-02-18/08:55:00,2019-02-18/10:48:00,113,4,-0.170350656,-0.954742193,0.243819505,75.89,-100.12,0.459521949,1093924.261,330.72,4.353
2019-02-18/12:20:00,2019-02-18/14:13:00,113,4.582,-0.663543463,-0.690617979,-0.287675202,106.72,-133.85,0.362755686,753321.075,330.72,4.353
2019-02-18/22:44:00,2019-02-18/23:24:00,40,3.937,0.9820081,-0.006670266,-0.188720942,100.88,-0.39,0.530193746,78272.82826,330.72,4.353
2019-02-20/06:56:00,2019-02-20/07:36:00,40,3.165,0.455497265,-0.875526667,0.161169007,80.73,-62.51,0.285011768,351288.2089,341.637,6.127
2019-02-20/19:42:00,2019-02-20/20:53:00,71,6.244,-0.755810797,0.229738623,-0.613164186,127.82,163.09,0.153673857,464165.6258,376.008,7.368
2019-02-21/03:15:00,2019-02-21/06:42:00,207,8.502,-0.251502275,0.896564722,-0.364579648,111.38,105.67,0.435509086,1744826.853,402.176,9.961
2019-02-21/06:49:00,2019-02-21/08:59:00,130,10.3,-0.083241411,0.535537839,0.840398848,32.82,98.84,0.372588933,1404432.844,373.932,16.579
2019-02-21/21:04:00,2019-02-22/00:31:00,207,5.541,-0.989747643,-0.046816438,0.134936571,82.25,-177.29,0.7775352,346234.3601,425.898,6.43
2019-02-23/11:29:00,2019-02-23/11:59:00,30,2.794,0.591286659,0.763792098,0.258846998,75,52.25,0.71850729,276675.7585,364.349,3.722
2019-02-23/19:42:00,2019-02-23/20:17:00,35,3.315,-0.392070115,0.891006708,-0.228884518,103.23,113.75,0.571943521,331347.3017,350.069,4.205
2019-02-24/07:00:00,2019-02-24/07:30:00,30,2.839,-0.964339852,0.221262664,-0.145229012,98.35,167.08,0.84782207,60326.44892,330.945,4.863
2019-02-24/10:58:00,2019-02-24/11:57:00,59,3.135,-0.88159138,0.466606647,0.071238533,85.91,152.11,0.600394189,289299.9704,323.912,5.109
2019-02-24/14:48:00,2019-02-24/16:41:00,113,3.252,-0.47834456,0.819496989,-0.315612525,108.4,120.27,0.628241897,905230.6337,320.928,5.64
2019-02-24/17:03:00,2019-02-24/18:05:00,62,3.23,0.042520046,0.231265888,0.971961021,13.6,79.58,0.711897433,590070.3273,321.808,5.821
2019-02-24/22:02:00,2019-02-24/22:40:00,38,3.657,-0.347676814,0.506794572,0.788847387,37.92,124.45,0.387434304,435638.3759,318.554,5.824
2019-02-24/22:47:00,2019-02-24/23:31:00,44,3.804,-0.156384259,0.037154462,0.986997247,9.25,166.64,0.405358076,290169.4639,318.815,5.828
2019-02-25/00:51:00,2019-02-25/02:50:00,119,3.711,-0.962235272,-0.129669383,-0.23935169,103.85,-172.33,0.405682206,295586.0071,320.577,5.818
2019-02-25/04:23:00,2019-02-25/05:03:00,40,4.086,-0.99812454,0.058296978,-0.01867944,91.07,176.66,0.239734441,2706.405283,322.492,5.807
2019-02-25/07:24:00,2019-02-25/08:58:00,94,4.79,-0.731284022,0.588671744,-0.344513148,110.15,141.17,0.194444239,498604.7237,324.849,5.794
2019-02-25/13:57:00,2019-02-25/15:56:00,119,3.935,-0.83043474,0.423227906,0.362293154,68.76,152.99,0.538357317,505593.4613,329.588,5.769
2019-02-26/17:59:00,2019-02-26/19:42:00,103,3.718,0.321873993,0.937279403,0.13380754,82.31,71.05,0.443649739,1132047.067,317.783,6.685
2019-02-26/21:01:00,2019-02-26/22:23:00,82,3.458,0.19769603,0.41985938,-0.885795951,152.35,64.79,0.467989117,491371.0573,323.47,6.932
2019-02-27/02:47:00,2019-02-27/04:01:00,74,2.731,0.743864655,0.446044445,-0.497704595,119.85,30.95,0.709814966,592619.866,353.856,7.529
2019-02-27/13:31:00,2019-02-27/14:03:00,32,9.75,0.18338646,0.227884769,0.956262529,17.01,51.18,0.597434402,258357.7765,409.266,8.617
2019-02-28/16:34:00,2019-02-28/17:16:00,42,7.228,0.970917165,-0.23801662,0.025847172,88.52,-13.77,0.553209066,183164.1893,527.226,5.796
2019-03-01/04:20:00,2019-03-01/04:55:00,35,5.828,0.710566401,-0.526259184,-0.467061847,117.84,-36.52,0.888762474,369891.744,550.647,4.576
2019-03-01/08:54:00,2019-03-01/10:28:00,94,5.912,0.05770269,-0.919033468,-0.389933169,112.95,-86.41,0.85568279,1395423.065,561.858,4.005
2019-03-02/19:40:00,2019-03-02/22:17:00,157,3.612,-0.505756915,-0.612202346,0.607797861,52.57,-129.56,0.81097585,1771192.202,488.242,3.184
2019-03-03/01:19:00,2019-03-03/02:24:00,65,3.939,0.712821007,-0.700560451,0.033186708,88.1,-44.5,0.455824435,430047.9821,473.552,2.897
2019-03-03/09:17:00,2019-03-03/09:49:00,32,3.717,0.505927622,-0.812616587,0.289295018,73.18,-58.09,0.385381371,338770.7592,451.198,2.444
2019-03-03/10:39:00,2019-03-03/11:47:00,68,4.178,0.857008815,-0.336503118,0.390258342,67.03,-21.44,0.169206798,517832.6617,446.492,2.346
2019-03-03/12:23:00,2019-03-03/14:11:00,108,4.261,0.551470399,-0.811766505,0.192134261,78.92,-55.81,0.198965713,965691.7384,438.593,2.3
2019-03-04/03:30:00,2019-03-04/04:38:00,68,4.7,-0.042878654,-0.906037927,-0.421018779,114.9,-92.71,0.228717864,538702.2877,401.534,2.667
2019-03-04/04:39:00,2019-03-04/05:30:00,51,4.967,-0.312584281,-0.941882968,-0.123075791,97.07,-108.36,0.245721415,485701.1187,399.913,2.683
2019-03-04/05:31:00,2019-03-04/10:05:00,274,5.366,0.636502802,-0.716769516,-0.284790605,106.55,-48.39,0.117840715,1941147.166,395.542,2.727
2019-03-04/11:24:00,2019-03-04/11:56:00,32,5.008,0.789843976,-0.231834456,-0.56780225,124.6,-16.36,0.197164774,188320.81,389.352,2.79
2019-03-04/13:16:00,2019-03-04/14:30:00,74,5.106,0.615104795,-0.777918637,-0.128408298,97.38,-51.67,0.302711993,595589.9429,385.813,2.826
2019-03-04/15:02:00,2019-03-04/15:32:00,30,4.248,0.17234619,-0.945850074,-0.2750718,105.97,-79.67,0.407672256,305878.2039,383.58,2.849
2019-03-05/20:17:00,2019-03-05/21:51:00,94,4.999,0.897631884,-0.156671852,-0.411959916,114.33,-9.9,0.239349991,429380.1306,365.94,4.1
2019-03-06/03:26:00,2019-03-06/05:49:00,143,6.641,0.904641569,-0.424702108,0.03538084,87.97,-25.15,0.10734126,464975.8708,384.555,3.71
2019-03-06/06:30:00,2019-03-06/07:35:00,65,8.601,0.585001469,-0.504224598,0.635240793,50.56,-40.76,0.084560201,505539.8209,388.358,3.605
2019-03-06/19:03:00,2019-03-06/20:51:00,108,4.278,0.987731218,-0.149161249,0.046238571,87.35,-8.59,0.552907407,32781.98084,409.038,3.282
2019-03-06/23:34:00,2019-03-07/00:45:00,71,5.28,0.878693104,0.452030778,0.153514355,81.17,27.22,0.765182078,331561.5474,385.781,5.627
2019-03-07/03:14:00,2019-03-07/06:06:00,172,6.418,0.116416946,0.987830341,0.103142112,84.08,83.28,0.321569026,1775731.468,375.211,6.049
2019-03-07/06:20:00,2019-03-07/06:53:00,33,5.479,0.895598948,0.302172899,0.326487571,70.94,18.64,0.364158124,161928.5238,354.267,5.826
2019-03-07/07:45:00,2019-03-07/08:41:00,56,6.307,-0.50804466,0.724241376,0.466224253,62.21,125.05,0.465450525,430113.0491,357.515,5.704
2019-03-07/15:08:00,2019-03-07/18:08:00,180,6.215,0.605813086,-0.79554522,0.009912947,89.43,-52.71,0.479430825,1140078.645,374.524,5.068
2019-03-07/20:52:00,2019-03-07/21:54:00,62,6.201,0.499666691,-0.829660535,0.248991221,75.58,-58.94,0.422494739,684769.8391,384.132,4.709
2019-03-07/22:54:00,2019-03-07/23:24:00,30,6.217,0.663827419,-0.742754221,0.087460384,84.98,-48.21,0.322384775,166308.9237,387.707,4.576
2019-03-08/05:16:00,2019-03-08/06:24:00,68,3.998,0.992922962,0.114439696,-0.03174191,91.82,6.57,0.574877322,123403.0468,401.238,4.071
2019-03-09/07:19:00,2019-03-09/08:37:00,78,5.065,0.125322416,-0.991991162,-0.015745141,90.9,-82.8,0.54522562,790679.5938,401.938,4.844
2019-03-09/08:57:00,2019-03-09/11:34:00,157,5.324,0.931488931,0.093332008,0.351592988,69.42,5.72,0.40146181,820803.2913,407.032,3.851
2019-03-09/12:28:00,2019-03-09/13:42:00,74,5.121,0.487407595,-0.770307243,-0.411169887,114.28,-57.68,0.497133076,746181.208,405.986,3.597
2019-03-10/03:49:00,2019-03-10/04:48:00,59,3.141,0.8435058,-0.532442868,-0.070729099,94.06,-32.26,0.694052875,433041.4003,391.89,2.41
2019-03-11/07:44:00,2019-03-11/08:43:00,59,4.638,-0.19068858,0.97235173,-0.134796292,97.75,101.1,0.204821527,600886.6247,361.526,2.987
2019-03-11/08:58:00,2019-03-11/09:35:00,37,4.85,-0.64135778,0.736999214,-0.21328944,102.32,131.03,0.187986955,338584.6173,361.526,2.987
2019-03-11/13:02:00,2019-03-11/15:39:00,157,4.364,0.984368801,0.000105333,-0.176119715,100.14,0.01,0.126109809,248599.8606,361.526,2.987
2019-03-13/02:19:00,2019-03-13/03:18:00,59,3.539,0.982964158,-0.172452942,-0.063572675,93.64,-9.95,0.696170151,52518.90376,325.207,3.422
2019-03-13/04:19:00,2019-03-13/05:24:00,65,4.019,0.453644425,-0.724534512,-0.518899322,121.26,-57.95,0.43027702,617654.3453,325.323,3.703
2019-03-13/05:49:00,2019-03-13/06:22:00,33,3.918,0.871233225,-0.483172834,0.086583838,85.03,-29.01,0.445967257,132225.071,325.406,3.873
2019-03-13/07:09:00,2019-03-13/09:19:00,130,4.115,0.257662952,-0.897125781,-0.358852625,111.03,-73.98,0.214065105,1375747.651,325.573,4.167
2019-03-13/09:53:00,2019-03-13/10:33:00,40,4.189,0.187515602,-0.946872592,-0.261285841,105.15,-78.8,0.198715582,426226.1079,325.751,4.439
2019-03-13/13:43:00,2019-03-13/16:13:00,150,3.836,0.906593382,-0.302461118,0.294288635,72.89,-18.45,0.431150228,748409.1727,326.281,5.091
2019-03-13/18:48:00,2019-03-13/19:47:00,59,4.397,-0.041223474,-0.953432441,-0.29877618,107.38,-92.48,0.750281334,724102.838,326.883,5.685
2019-03-13/23:59:00,2019-03-14/00:36:00,37,4.774,0.768891633,-0.504735172,0.392489702,66.89,-33.28,0.385628045,193126.5823,327.724,6.372
2019-03-14/01:17:00,2019-03-14/07:02:00,345,4.835,0.377856106,-0.912535608,0.156535953,80.99,-67.51,0.294036657,2158363.025,334.22,6.672
2019-03-14/07:45:00,2019-03-14/08:18:00,33,4.288,0.386520237,-0.764257669,0.516248465,58.92,-63.17,0.433574259,242391.2507,335.747,7.412
2019-03-14/09:34:00,2019-03-14/11:51:00,137,4.794,-0.295113176,-0.66676563,-0.684347808,133.18,-113.87,0.503508627,1412676.676,333.947,7.73
2019-03-14/17:16:00,2019-03-14/18:55:00,99,4.989,-0.187573627,-0.56705308,-0.802039266,143.33,-108.3,0.712614238,744006.9469,329.052,8.604
2019-03-14/19:07:00,2019-03-14/20:18:00,71,5.605,-0.857261419,-0.253603935,-0.448093653,116.62,-163.52,0.500444651,424775.1365,327.991,8.796
2019-03-14/20:20:00,2019-03-14/20:50:00,30,5.231,-0.762281656,-0.643094063,0.073189706,85.8,-139.85,0.596696198,196325.5404,327.42,8.9
2019-03-14/21:38:00,2019-03-14/23:21:00,103,5.033,-0.151630729,-0.616786063,-0.772387981,140.57,-103.81,0.667624116,1350891.639,326.177,9.126
2019-03-14/23:23:00,2019-03-15/01:27:00,124,6.147,0.676933587,-0.690607846,-0.25460127,104.75,-45.57,0.417147428,688856.4844,324.93,9.354
2019-03-15/01:42:00,2019-03-15/07:12:00,330,7.217,0.592973292,-0.799634337,-0.094697185,95.43,-53.44,0.20422034,3096222.613,323.855,9.56
2019-03-16/08:13:00,2019-03-16/08:51:00,38,5.426,0.832639873,-0.474613369,-0.285399675,106.58,-29.68,0.42783004,189842.2687,384.925,4.237
2019-03-16/09:38:00,2019-03-16/11:17:00,99,5.283,0.274597168,-0.844803989,-0.45924139,117.34,-71.99,0.392783046,997648.6684,401.561,4.207
2019-03-16/11:41:00,2019-03-16/12:14:00,33,5.497,0.17776598,-0.21808736,0.959602654,16.34,-50.82,0.552500367,410229.2469,413.913,5.466
2019-03-16/12:58:00,2019-03-16/14:16:00,78,5.348,0.901225507,-0.430124074,0.052782089,86.97,-25.51,0.695015848,298943.4299,434.267,5.055
2019-03-16/15:26:00,2019-03-16/16:06:00,40,6.06,-0.002888955,-0.788354874,-0.61521399,127.97,-90.21,0.365424663,532690.3549,431.554,4.71
2019-03-16/19:06:00,2019-03-16/21:43:00,157,5.239,0.431121498,-0.862379372,-0.265398055,105.39,-63.44,0.312113374,1778995.03,420.717,4.661
2019-03-18/00:27:00,2019-03-18/00:59:00,32,5.668,0.788980782,0.612627983,0.046864178,87.31,37.83,0.505857825,153294.5702,366.288,5.711
2019-03-18/09:41:00,2019-03-18/10:23:00,42,4.264,0.938512623,0.329024613,-0.104579881,96,19.32,0.465314597,125317.2769,345.475,5.551
2019-03-18/11:51:00,2019-03-18/13:39:00,108,3.81,0.978700817,0.202133596,-0.035871245,92.06,11.67,0.472646743,261727.601,339.429,5.504
2019-03-20/14:58:00,2019-03-20/15:30:00,32,3.618,-0.721140504,0.563495696,-0.403024852,113.77,142,0.883255303,190056.8077,382.586,6.03
2019-03-20/16:35:00,2019-03-20/17:08:00,33,3.734,-0.158839867,0.632429957,-0.758157194,139.3,104.1,0.761675239,504943.8669,379.78,5.991
2019-03-21/07:18:00,2019-03-21/09:28:00,130,2.837,-0.518632174,0.854342222,0.033466518,88.08,121.26,0.900420666,1105976.028,350.891,4.835
2019-03-21/12:54:00,2019-03-21/14:05:00,71,3.191,-0.656688333,0.645517468,0.389958501,67.05,135.49,0.688132167,403801.7924,337.399,4.976
2019-03-21/15:01:00,2019-03-21/15:43:00,42,3.202,-0.560568631,0.819238722,-0.120874904,96.94,124.38,0.625631988,333414.7162,332.476,5.028
2019-03-21/21:07:00,2019-03-21/22:50:00,103,3.922,-0.268032938,0.960166276,0.078988299,85.47,105.6,0.333944201,777899.8253,315.268,5.21
2019-03-22/04:17:00,2019-03-22/06:21:00,124,3.145,-0.999691427,-0.003046856,-0.024652971,91.41,-179.83,0.763726056,120164.0723,307.015,5.477
2019-03-23/14:20:00,2019-03-24/01:50:00,690,3.232,-0.354482681,0.911617041,0.208078027,77.99,111.25,0.362572312,5035243.807,273.702,6.79
2019-03-24/05:22:00,2019-03-24/06:00:00,38,2.596,-0.698996365,0.63924706,0.320573419,71.3,137.56,0.577287853,184036.9154,267.649,8.454
2019-03-24/06:15:00,2019-03-24/07:29:00,74,2.437,-0.97236681,0.189270064,0.136673555,82.14,168.99,0.651063859,126047.4774,266.967,8.654
2019-03-24/08:06:00,2019-03-24/10:43:00,157,2.52,-0.071087845,0.889789522,0.450800627,63.2,94.57,0.678342879,1055030.967,265.518,9.085
2019-03-24/11:19:00,2019-03-24/12:33:00,74,2.126,-0.288283616,0.952882588,0.094379038,84.58,106.83,0.665798962,680502.8824,264.101,9.513
2019-03-24/16:01:00,2019-03-24/17:40:00,99,1.903,-0.928341985,0.248118877,0.276800036,73.93,165.04,0.811096966,248120.236,262.065,10.482
2019-03-24/20:26:00,2019-03-24/20:56:00,30,2.551,0.081664562,0.959586322,0.269304723,74.38,85.14,0.479765147,219186.0109,270.686,10.102
2019-03-24/22:13:00,2019-03-24/22:57:00,44,4.865,-0.223277062,0.891545951,-0.394072533,113.21,104.06,0.356807292,339565.4728,274.749,9.928
2019-03-25/10:08:00,2019-03-25/11:38:00,90,4.955,0.930625796,-0.27256605,0.244220063,75.86,-16.32,0.402465105,240302.945,301.144,8.8
2019-03-25/18:41:00,2019-03-25/20:51:00,130,5.832,0.278363407,0.793602169,0.541026235,57.25,70.67,0.227801695,1242183.002,317.688,7.789
2019-03-25/20:52:00,2019-03-25/21:22:00,30,6.152,0.771971643,-0.359461606,0.524258733,58.38,-24.97,0.177143767,155300.703,318.032,9.613
2019-03-27/07:34:00,2019-03-27/08:33:00,59,4.433,0.567571521,-0.691743374,-0.446490526,116.52,-50.63,0.611664355,371811.0122,346.71,12.397
2019-03-28/00:56:00,2019-03-28/01:49:00,53,5.971,0.993885875,-0.105709605,0.031880356,88.17,-6.07,0.651299179,126981.8957,348.999,13.089
2019-03-28/03:19:00,2019-03-28/04:03:00,44,8.592,0.864583969,-0.480565667,-0.146803707,98.44,-29.07,0.422015816,257083.7985,367.845,12.69
2019-03-28/05:45:00,2019-03-28/11:47:00,362,12.228,0.997430384,-0.071543992,-0.003759891,90.22,-4.1,0.170964807,325761.0627,386.951,10.67
2019-03-30/13:55:00,2019-03-30/17:32:00,217,3.059,0.903178573,0.370307326,0.217119813,77.46,22.29,0.522099018,1349949.708,374.95,2.96
2019-03-30/22:30:00,2019-03-30/23:23:00,53,3.255,0.569506884,-0.821447968,0.029752269,88.3,-55.27,0.327832669,581706.9521,385.866,3.424
2019-03-31/03:58:00,2019-03-31/05:20:00,82,5.417,-0.489839494,-0.78645879,-0.376217782,112.1,-121.92,0.350549072,747664.6043,391.863,3.93
2019-03-31/05:28:00,2019-03-31/06:30:00,62,5.748,0.327549189,-0.93677479,0.123144373,82.93,-70.73,0.390783757,637115.0058,393.278,4.048
2019-03-31/07:25:00,2019-03-31/08:11:00,46,5.304,-0.230238438,-0.637105584,0.735585988,42.64,-109.87,0.584254324,686382.163,395.215,4.209
2019-03-31/11:34:00,2019-03-31/12:27:00,53,4.85,0.657477319,-0.697790027,-0.28427577,106.52,-46.7,0.819818556,434729.0565,399.739,4.581
2019-03-31/12:33:00,2019-03-31/13:17:00,44,5.564,-0.245227918,-0.50148052,-0.829687059,146.07,-116.06,0.606238842,592247.3352,400.722,4.661
2019-04-01/03:04:00,2019-04-01/05:08:00,124,3.91,0.971954286,-0.20925349,-0.107321762,96.16,-12.15,0.990519524,267790.8065,395.457,4.751
2019-04-01/07:06:00,2019-04-01/10:54:00,228,5.625,-0.882074296,-0.208498567,-0.422461033,114.99,-166.7,0.393187553,1182306.25,391.554,4.703
2019-04-01/11:07:00,2019-04-01/11:45:00,38,4.32,0.949646711,-0.31139943,-0.034663212,91.99,-18.15,0.682584167,112630.6822,389.657,4.68
2019-04-01/12:10:00,2019-04-01/13:03:00,53,4.511,0.540785015,-0.822612822,-0.175669476,100.12,-56.68,0.59421885,231946.8132,388.753,4.668
2019-04-01/14:20:00,2019-04-01/14:52:00,32,3.89,0.039731815,-0.859726429,-0.509207189,120.61,-87.35,0.796505511,375184.8582,387.238,4.649
2019-04-01/18:25:00,2019-04-01/19:14:00,49,4.138,0.971930265,0.017467717,-0.234619915,103.57,1.03,0.782995045,119415.7403,366.71,5.245
2019-04-01/21:39:00,2019-04-01/22:57:00,78,5.048,0.942059755,0.227471605,0.24653627,75.73,13.57,0.309166521,414507.5866,348.403,4.62
2019-04-03/03:53:00,2019-04-03/04:55:00,62,6.002,0.688682973,-0.705642462,-0.166686878,99.6,-45.7,0.353281379,429197.392,375.904,6.719
2019-04-03/10:58:00,2019-04-03/11:30:00,32,6.604,0.714479148,-0.391252518,-0.580035448,125.45,-28.71,0.179580197,196975.1759,356.775,5.647
2019-04-03/11:31:00,2019-04-03/12:39:00,68,6.179,0.637840033,-0.480499536,-0.601897299,127.01,-36.99,0.280317992,459003.0521,357.435,5.683
2019-04-03/15:23:00,2019-04-03/15:55:00,32,6.181,-0.03012231,-0.99598974,-0.084244311,94.83,-91.73,0.392830878,380153.6531,360.278,5.833
2019-04-03/17:44:00,2019-04-03/18:30:00,46,6.482,0.749086797,-0.64238435,0.161899179,80.68,-40.61,0.294782728,338452.2845,362.312,5.937
2019-04-03/20:30:00,2019-04-03/21:41:00,71,5.789,0.463731736,-0.65857625,-0.592646778,126.35,-54.85,0.713169396,675741.1764,364.836,6.062
2019-04-04/01:29:00,2019-04-04/05:17:00,228,4.87,0.982627034,0.008380402,0.185401976,79.32,0.49,0.995843053,363550.9126,370.43,6.326
2019-04-04/09:06:00,2019-04-04/10:14:00,68,7.42,0.018138783,-0.923289299,-0.383676887,112.56,-88.87,0.238314092,963123.9452,405.463,8.291
2019-04-04/17:45:00,2019-04-04/18:44:00,59,7.62,0.685854971,-0.550124526,0.476409435,61.55,-38.73,0.747090399,557334.1384,429.676,6.09
2019-04-05/00:35:00,2019-04-05/02:58:00,143,6.279,0.73375541,-0.622057617,0.273216635,74.14,-40.29,0.861201525,839039.2492,450.864,4.587
2019-04-05/04:36:00,2019-04-05/05:18:00,42,6.281,0.661221683,-0.70702827,0.250792593,75.48,-46.92,0.609865546,312712.9116,441.134,4.009
2019-04-05/06:21:00,2019-04-05/07:05:00,44,5.682,0.499141395,-0.523381352,-0.690601051,133.68,-46.36,0.815550923,518560.4634,448.87,4.368
2019-04-06/22:18:00,2019-04-07/02:28:00,250,3.387,0.994905114,0.099717997,-0.014836828,90.85,5.72,0.502854764,357409.3793,414.891,2.395
2019-04-07/11:42:00,2019-04-07/13:30:00,108,3.262,0.167338297,-0.875981152,-0.452388108,116.9,-79.19,0.308602601,775234.5706,390.752,3.714
2019-04-07/14:10:00,2019-04-07/16:03:00,113,3.712,0.756967485,-0.601822436,0.254577905,75.25,-38.49,0.25944677,837973.6444,385.928,3.984
2019-04-07/17:15:00,2019-04-07/19:59:00,164,3.041,-0.867156744,-0.225846738,-0.443883359,116.35,-165.4,0.464036793,878002.9557,378.587,4.411
2019-04-07/22:14:00,2019-04-07/22:56:00,42,3.685,0.156307623,-0.787899613,-0.59563601,126.56,-78.78,0.461737692,495763.5272,372.581,4.801
2019-04-08/04:03:00,2019-04-08/06:33:00,150,7.94,0.73638171,-0.640675783,-0.217431888,102.56,-41.02,0.12544629,1053110.672,403.147,5.06
2019-04-08/12:12:00,2019-04-08/13:03:00,51,6.007,0.969467938,-0.235955596,-0.066759974,93.83,-13.68,0.611982584,90528.20289,437.998,5.342
2019-04-08/15:30:00,2019-04-08/16:00:00,30,5.937,0.355573237,-0.770142317,-0.529573917,121.98,-65.22,0.499199063,295688.0273,441.657,4.707
2019-04-08/18:30:00,2019-04-08/19:12:00,42,4.957,0.471170306,-0.880871177,0.045437563,87.4,-61.86,0.818802297,534779.4048,413.398,4.827
2019-04-10/07:27:00,2019-04-10/08:07:00,40,7.587,0.691823125,-0.107957229,0.713950992,44.44,-8.87,0.25309822,315706.1808,413.881,4.534
2019-04-10/12:13:00,2019-04-10/13:12:00,59,5.121,0.387115985,-0.854064107,0.347441852,69.67,-65.62,0.5023489,653299.5478,413.053,4.288
2019-04-10/15:40:00,2019-04-10/16:17:00,37,4.042,0.829219937,-0.525627553,-0.190026522,100.95,-32.37,0.914095938,185335.8936,412.541,4.125
2019-04-10/17:39:00,2019-04-10/18:21:00,42,4.708,0.676652908,-0.361095071,-0.641678512,129.92,-28.09,0.556920946,340805.187,412.238,4.024
2019-04-10/18:34:00,2019-04-10/20:51:00,137,4.501,0.898066342,-0.419929594,0.130904377,82.48,-25.06,0.622902453,741765.6997,411.992,3.939
2019-04-10/20:53:00,2019-04-10/21:58:00,65,4.346,0.848086119,-0.399868101,0.347642839,69.66,-25.24,0.643305779,400262.7473,411.752,3.853
2019-04-11/00:51:00,2019-04-11/03:21:00,150,4.264,0.418678284,-0.836173356,0.354291767,69.25,-63.4,0.626511633,2032938.777,417.577,3.494
2019-04-11/03:40:00,2019-04-11/07:07:00,207,4.239,0.955983937,-0.291353673,-0.034754071,91.99,-16.95,0.752652884,482306.1488,419.471,3.97
2019-04-11/08:33:00,2019-04-11/10:07:00,94,3.842,0.342389196,-0.84730494,0.406009912,66.05,-68,0.879263937,1016142.193,420.817,4.343
2019-04-11/13:13:00,2019-04-11/14:06:00,53,3.469,0.737123072,0.506365359,-0.447486073,116.58,34.49,0.822395444,474956.4922,420.286,4.036
2019-04-11/15:44:00,2019-04-11/16:14:00,30,3.381,0.854543209,0.171869218,-0.490119219,119.35,11.37,0.821635842,220651.668,420.054,3.872
2019-04-11/16:36:00,2019-04-11/17:06:00,30,3.569,0.604256809,0.752999961,-0.260508955,105.1,51.25,0.66072464,271035.9607,419.977,3.81
2019-04-11/17:42:00,2019-04-11/18:15:00,33,3.509,0.767802298,0.298248351,0.567034066,55.46,21.23,0.708280802,280398.7359,419.884,3.73
2019-04-11/21:39:00,2019-04-12/00:23:00,164,4.321,0.159178466,-0.823522151,0.544493854,57.01,-79.06,0.471467763,1728136.102,419.578,3.373
2019-04-12/05:54:00,2019-04-12/06:29:00,35,3.942,0.841333926,-0.497853011,-0.210474923,102.15,-30.61,0.84407562,166611.1029,402.933,3.25
2019-04-12/08:04:00,2019-04-12/08:34:00,30,3.419,0.116139442,-0.081925742,-0.989848435,171.83,-35.2,0.781455398,382098.9342,396.663,3.049
2019-11-24/11:58:00,2019-11-24/12:35:00,37,3.705,-0.570603669,0.799412727,-0.188018292,100.84,125.52,0.982111454,314884.797,470.518,3.739
2019-11-27/03:22:00,2019-11-27/04:13:00,51,3.719,-0.96158874,0.253163755,0.106090441,83.91,165.25,0.95101136,91696.82151,397.273,5.442
2019-11-27/15:58:00,2019-11-27/18:42:00,164,4.675,-0.569262624,0.818674207,0.07558237,85.67,124.81,0.781182468,876779.1557,383.76,8.601
2019-11-28/01:10:00,2019-11-28/02:28:00,78,5.051,0.04413842,0.972944975,0.226781681,76.89,87.4,0.540462434,848333.3521,381.384,11.677
2019-11-28/06:57:00,2019-11-28/08:31:00,94,4.05,0.690383434,-0.400140315,0.602709353,52.94,-30.1,0.621622443,892438.6485,329.118,10.293
2019-11-28/09:26:00,2019-11-28/14:26:00,300,4.183,0.485655814,-0.874149859,-0.000690555,90.04,-60.94,0.650753677,2073384,327.197,10.85
2019-11-28/15:35:00,2019-11-28/18:19:00,164,4.474,0.81338793,0.57335037,0.098333776,84.36,35.18,0.771025598,942522.1747,325.073,11.515
2019-12-01/02:06:00,2019-12-01/03:40:00,94,3.813,0.979185641,-0.080595881,-0.186278731,100.74,-4.71,0.787473917,237144.3674,377.065,11.431
2019-12-01/05:20:00,2019-12-01/07:43:00,143,5.003,0.766139865,-0.552937746,0.327550888,70.88,-35.82,0.81759882,900835.5727,368.828,9.896
2019-12-01/08:42:00,2019-12-01/11:12:00,150,4.01,0.997531474,0.003052928,-0.070154637,94.02,0.18,0.916963995,198673.0238,361.085,8.452
2019-12-01/13:36:00,2019-12-01/14:47:00,71,3.701,0.673224568,0.721510947,-0.161835372,99.31,46.98,0.799747229,534977.7868,347.095,7.67
2019-12-01/16:32:00,2019-12-01/18:20:00,108,3.951,0.920329809,0.028696798,0.390089214,67.04,1.79,0.843417883,450741.6867,345.558,8.083
2019-12-01/23:34:00,2019-12-02/01:27:00,113,3.502,-0.463268548,0.733443081,0.49743697,60.17,122.28,0.876358211,1123315.248,336.985,7.558
2019-12-02/02:35:00,2019-12-02/04:09:00,94,3.533,0.689318836,-0.711738169,-0.13516055,97.77,-45.92,0.476540774,721569.1366,333.558,7.346
2019-12-02/08:27:00,2019-12-02/09:57:00,90,2.548,0.754717827,-0.656042695,-0.002995736,90.17,-41,0.73467952,550284.8701,326.632,6.913
2019-12-02/15:33:00,2019-12-02/16:11:00,38,2.478,0.098471805,-0.99193573,0.079792432,85.42,-84.33,0.862307549,409424.0115,321.58,6.629
