start_time,end_time,duration,average_B,MFR_axis_x,MFR_axis_y,MFR_axis_z,altitude,azimuth,beta,diameter,speed,density
2017-11-15/19:54:00,2017-11-15/20:36:00,42,11.119,-0.020445973,-0.98409009,-0.176490098,100.17,-91.19,0.182532042,646193.869,425.139,11.053
2017-11-16/04:20:00,2017-11-16/05:50:00,90,8.144,-0.522186995,0.82355088,0.22155045,77.2,122.38,0.791055441,771633.5828,462.231,6.854
2017-11-16/09:48:00,2017-11-16/11:06:00,78,4.461,-0.071235865,0.763276339,0.642132998,50.05,95.33,0.778478861,1247437.968,484.704,4.329
2017-11-17/19:07:00,2017-11-17/21:37:00,150,4.022,-0.784930825,0.599505663,0.156450212,81,142.63,0.78287822,858987.9757,404.552,4.676
2017-11-18/19:38:00,2017-11-18/20:13:00,35,3.596,-0.436201066,0.695436895,-0.571048379,124.82,122.1,0.638618767,430459.591,384.726,5.261
2017-11-19/00:37:00,2017-11-19/01:33:00,56,2.344,0.785083055,-0.185569748,-0.590938687,126.22,-13.3,0.826769233,290598.7165,375.508,5.202
2017-11-19/04:57:00,2017-11-19/05:41:00,44,2.318,0.376321375,-0.557428598,-0.74003762,137.73,-55.98,0.609356821,330892.469,368.061,5.153
2017-11-20/16:19:00,2017-11-20/18:12:00,113,8.34,-0.324508756,0.945866346,-0.005562584,90.32,108.94,0.149092674,977281.6245,361.204,12.327
2017-11-20/19:27:00,2017-11-20/20:02:00,35,7.85,-0.640130818,0.45885247,0.616187453,51.96,144.37,0.46031031,309916.4977,381.824,14.045
2017-11-20/23:48:00,2017-11-21/00:34:00,46,12.484,-0.82959348,0.498410225,-0.251718134,104.58,149,0.622079015,253001.3053,418.787,17.118
2017-11-23/06:22:00,2017-11-23/07:00:00,38,3.452,-0.579808056,-0.63545543,-0.509920776,120.66,-132.38,0.754943967,351454.0389,387.434,4.192
2017-11-23/12:14:00,2017-11-23/14:18:00,124,4.24,0.728200376,0.673302829,-0.12801367,97.35,42.76,0.656088293,1110231.318,398.024,5.635
2017-11-23/17:03:00,2017-11-23/17:33:00,30,3.905,-0.072659001,0.973250747,0.217953295,77.41,94.27,0.914750934,344476.0732,385.69,6.556
2017-11-23/18:43:00,2017-11-23/19:42:00,59,4.82,0.09750773,0.840846181,-0.532418907,122.17,83.39,0.437927753,672123.0022,379.998,6.992
2017-11-24/04:24:00,2017-11-24/05:38:00,74,5.451,-0.927006841,0.370448828,0.058531646,86.64,158.22,0.435351402,309199.54,373.742,7.452
2017-11-24/07:17:00,2017-11-24/08:01:00,44,6.017,-0.325816095,0.927127182,-0.185146198,100.67,109.36,0.247985974,294613.0944,376.23,7.019
2017-11-24/11:18:00,2017-11-24/14:36:00,198,6.873,-0.679982781,-0.476364046,0.557405353,56.12,-144.99,0.199443415,1070306.851,381.749,6.147
2017-11-24/16:20:00,2017-11-24/17:38:00,78,7.636,-0.624460936,0.74724263,0.227325946,76.86,129.89,0.256181508,654819.4769,386.365,5.483
2017-11-24/17:42:00,2017-11-24/18:38:00,56,7.826,-0.642724335,0.496464819,-0.583462238,125.69,142.32,0.180498704,497475.0949,387.79,5.288
2017-11-24/18:42:00,2017-11-24/20:00:00,78,6.547,-0.082064785,-0.255793303,-0.963241994,164.42,-107.79,0.230756491,1209658.346,389.247,5.094
2017-11-26/06:03:00,2017-11-26/07:11:00,68,3.251,0.482695818,0.654897273,0.581476033,54.45,53.61,0.490693182,689057.5313,314.693,7.093
2017-11-26/08:33:00,2017-11-26/13:48:00,315,3.508,0.128727913,-0.90225929,-0.411530465,114.3,-81.88,0.369598359,2836770.755,309.338,7.626
2017-11-26/15:17:00,2017-11-26/18:17:00,180,4.312,0.44904232,-0.862878978,-0.231950179,103.41,-62.51,0.356920362,1428959.727,303.012,8.282
2017-11-26/20:44:00,2017-11-26/21:46:00,62,7.504,-0.275821239,-0.926338673,0.256552964,75.13,-106.58,0.313864857,494913.9755,332.319,12.064
2017-11-27/01:03:00,2017-11-27/02:02:00,59,4.537,0.854434729,-0.501202404,-0.13688527,97.87,-30.4,0.773784876,264905.7544,330.468,10.899
2017-11-27/03:44:00,2017-11-27/06:01:00,137,6.717,0.824286342,-0.484453619,-0.293013245,107.04,-30.44,0.172514766,965987.261,348.311,9.712
2017-11-27/06:46:00,2017-11-27/08:00:00,74,8.714,0.734307289,-0.283070505,0.616979718,51.9,-21.08,0.540625811,538133.4262,362.204,8.819
2017-11-27/09:11:00,2017-11-27/10:41:00,90,6.849,0.912541986,-0.354567498,0.203836128,78.24,-21.23,0.49637267,330388.7181,376.713,7.912
2017-11-27/11:16:00,2017-11-27/13:53:00,157,8.889,0.425340503,0.196550205,0.883432806,27.94,24.8,0.306465238,1207856.236,392.106,6.971
2017-11-29/01:30:00,2017-11-29/02:35:00,65,6.53,-0.444029838,-0.894176245,0.057327114,86.71,-116.41,0.99511236,612124.8231,407.246,9.365
2017-11-29/14:15:00,2017-11-29/14:57:00,42,7.093,-0.295746893,-0.728199482,0.618271232,51.81,-112.1,0.591454506,295087.7253,392.433,11.094
2017-11-29/15:56:00,2017-11-29/18:19:00,143,7.225,0.096113145,-0.988801837,0.114163563,83.44,-84.45,0.706155658,1595792.077,380.126,11.126
2017-11-29/18:25:00,2017-11-29/19:27:00,62,6.206,0.785469413,-0.561512828,0.260271579,74.91,-35.56,0.995234132,343172.0268,378.983,10.658
2017-11-29/21:05:00,2017-11-29/21:56:00,51,7.523,0.383831263,-0.76461786,-0.51771915,121.18,-63.34,0.628685832,534122.0782,389.428,9.988
2017-11-29/23:52:00,2017-11-30/01:10:00,78,8.237,0.273661703,-0.47486189,0.836430192,33.23,-60.05,0.583475769,962178.651,401.817,9.206
2017-11-30/02:09:00,2017-11-30/03:57:00,108,7.648,-0.177748173,-0.679226339,-0.712079525,135.4,-104.66,0.735777617,1230384.357,412.394,8.548
2017-12-02/13:33:00,2017-12-02/16:33:00,180,4.639,-0.358960658,-0.750765622,-0.554525316,123.68,-115.55,0.305055827,2506464.791,395.02,4.561
2017-12-05/03:43:00,2017-12-05/04:32:00,49,9.714,-0.427452385,0.891062737,0.152616411,81.22,115.63,0.879708052,530225.0485,400.154,13.847
2017-12-05/08:44:00,2017-12-05/09:21:00,37,11.284,-0.040118873,0.958946466,-0.280734926,106.3,92.4,0.626177132,594530.5412,511.309,10.189
2017-12-06/04:43:00,2017-12-06/06:05:00,82,4.81,0.463203698,0.560751677,-0.686294377,133.34,50.44,0.845999479,1122981.716,545.318,3.223
2017-12-07/19:40:00,2017-12-07/20:10:00,30,3.066,-0.930339813,0.326057225,0.16779317,80.34,160.69,0.940887868,104816.1771,447.929,2.722
2017-12-07/21:21:00,2017-12-07/21:59:00,38,3.376,-0.924590588,0.008778025,0.380861133,67.61,179.46,0.704067469,235424.0451,448.268,2.596
2017-12-08/06:00:00,2017-12-08/06:30:00,30,3.462,-0.630084336,0.753973484,0.185789272,79.29,129.88,0.812056065,341402.6656,450.116,4.043
2017-12-10/08:25:00,2017-12-10/09:24:00,59,3.419,-0.757501721,0.452743083,0.470334798,61.94,149.13,0.602527261,354199.9329,325.258,6.821
2017-12-10/15:26:00,2017-12-10/16:12:00,46,3.332,0.051310346,0.578457177,-0.814097404,144.5,84.93,0.660719573,410492.7021,317.397,8.572
2017-12-10/18:34:00,2017-12-10/22:11:00,217,3.14,-0.766818106,0.620158613,-0.165509135,99.53,141.04,0.878895104,934631.2125,316.776,9.098
2017-12-11/00:03:00,2017-12-11/00:36:00,33,3.487,0.00998363,0.662067115,-0.749378145,138.54,89.14,0.575633407,282759.6261,330.087,9.14
2017-12-11/03:55:00,2017-12-11/04:33:00,38,6.625,-0.556216896,0.64946425,0.518477619,58.77,130.58,0.184973001,342419.6731,345.162,9.355
2017-12-11/05:36:00,2017-12-11/07:40:00,124,7.518,-0.531409144,0.418024659,-0.73679018,137.46,141.81,0.165962011,1123857.416,355.448,9.656
2017-12-11/08:27:00,2017-12-11/09:45:00,78,9.301,-0.315309793,0.321773648,-0.89277178,153.22,134.42,0.177435249,668351.7519,366.088,9.965
2017-12-11/09:56:00,2017-12-11/10:42:00,46,7.224,-0.874471605,0.038123138,-0.483576387,118.92,177.5,0.577564418,235690.2817,371.361,10.118
2017-12-11/17:10:00,2017-12-11/18:12:00,62,11.287,-0.708934247,0.691354692,0.139430493,81.99,135.72,0.636880755,528092.048,403.6,11.042
2017-12-12/21:57:00,2017-12-13/00:20:00,143,7.088,-0.723011851,0.586000502,0.365865111,68.54,140.98,0.494720101,1603320.985,466.191,6.38
2017-12-13/00:55:00,2017-12-13/01:35:00,40,6.217,-0.680942118,0.080115549,0.72794193,43.29,173.29,0.688320696,408695.2474,468.08,6.251
2017-12-13/07:49:00,2017-12-13/08:54:00,65,5.21,-0.60468632,0.060870733,0.794134259,37.43,174.25,0.816892862,602783.6024,450.225,5
2017-12-13/16:06:00,2017-12-13/17:59:00,113,4.185,-0.4796983,0.874216914,-0.07506194,94.3,118.75,0.63374275,1144793.815,430.574,4.275
2017-12-13/18:37:00,2017-12-13/20:25:00,108,3.994,-0.544903874,0.822168171,-0.164679676,99.48,123.54,0.720763683,1361585.482,432.776,4.299
2017-12-13/22:03:00,2017-12-13/22:59:00,56,3.511,0.274890423,0.665205598,-0.694216669,133.96,67.55,0.634390116,633420.7342,429.787,4.411
2017-12-13/23:57:00,2017-12-14/04:44:00,287,5.79,0.113224514,0.993435085,0.016341496,89.06,83.5,0.243732184,3950579.543,420.67,4.34
2017-12-14/05:04:00,2017-12-14/06:00:00,56,5.196,-0.570744455,0.587417901,0.573751688,54.99,134.18,0.320485532,526113.1894,413.073,4.282
2017-12-14/10:03:00,2017-12-14/16:58:00,415,3.699,-0.511203051,0.665081561,0.544369459,57.02,127.55,0.704147279,3570102.697,394.149,4.136
2017-12-15/20:42:00,2017-12-15/22:25:00,103,4.073,-0.036063883,0.907817781,0.417811334,65.3,92.27,0.649649858,1052581.899,330.38,9.582
2017-12-16/03:19:00,2017-12-16/04:10:00,51,3.909,-0.286231071,0.936872959,-0.200850293,101.59,106.99,0.633787215,454463.408,329.895,8.647
2017-12-16/05:21:00,2017-12-16/06:10:00,49,4.035,-0.848567367,0.51450634,0.123356022,82.91,148.77,0.783553302,228138.9883,329.755,8.342
2017-12-16/07:05:00,2017-12-16/07:38:00,33,3.502,0.27287522,0.962021947,0.007280626,89.58,74.16,0.791210473,292872.9855,329.65,8.1
2017-12-16/09:59:00,2017-12-16/10:39:00,40,3.549,0.431341618,0.671426892,-0.602602959,127.06,57.28,0.536902845,350287.1571,329.471,7.653
2017-12-16/20:29:00,2017-12-16/21:37:00,68,3.654,-0.969629049,-0.175692022,-0.170152307,99.8,-169.73,0.808993757,182511.7636,352.822,10.133
2017-12-17/00:14:00,2017-12-17/01:13:00,59,8.289,-0.625788391,0.751750827,-0.207989618,102,129.78,0.158909559,438330.2317,408.466,9.439
2017-12-17/02:10:00,2017-12-17/02:59:00,49,9.264,-0.66927433,0.680295467,-0.298780769,107.38,134.53,0.166134924,467139.0275,436.612,9.09
2017-12-17/03:14:00,2017-12-17/05:58:00,164,10.411,-0.808890939,0.535436451,-0.242906094,104.06,146.5,0.322972566,1219661.579,467.504,8.708
2017-12-17/11:47:00,2017-12-17/12:38:00,51,11.652,-0.840875268,0.169004634,0.51416564,59.06,168.64,0.548913836,580335.0083,584.06,7.273
2017-12-18/20:16:00,2017-12-18/21:09:00,53,6.088,-0.943783045,-0.233696461,0.233793944,76.48,-166.09,0.483692616,401689.6247,570.358,2.606
2017-12-18/22:32:00,2017-12-19/00:25:00,113,6.345,-0.509906471,0.452263564,0.731746674,42.97,138.43,0.580375433,1473286.287,559.583,2.509
2017-12-19/02:13:00,2017-12-19/02:50:00,37,7.469,-0.632992446,0.602389514,0.486258626,60.91,136.42,0.509580135,600873.1734,547.763,2.402
2017-12-19/03:38:00,2017-12-19/05:17:00,99,7.633,-0.825249016,-0.361249328,0.434123218,64.27,-156.36,0.364540637,932741.1972,540.307,2.334
2017-12-19/10:05:00,2017-12-19/11:35:00,90,4.215,-0.9721995,-0.191636965,0.134548858,82.27,-168.85,0.729980648,440384.3424,513.733,2.854
2017-12-20/03:07:00,2017-12-20/03:47:00,40,3.9,-0.998602986,0.041224722,0.033055957,88.11,177.64,0.307722241,20703.54664,474.221,4.314
2017-12-21/19:52:00,2017-12-21/21:06:00,74,3.592,-0.444451928,0.765419424,0.465398401,62.26,120.14,0.512397945,594737.8022,344.764,4.866
2017-12-22/04:36:00,2017-12-22/07:54:00,198,3.742,-0.080621384,0.975160301,0.206307232,78.09,94.73,0.528375745,1609072.898,328.111,5.977
2017-12-22/17:03:00,2017-12-22/17:33:00,30,3.49,-0.108913206,0.889133811,0.444498569,63.61,96.98,0.623587191,277416.7865,327.317,10.435
2017-12-24/07:46:00,2017-12-24/08:30:00,44,12.954,0.313187867,-0.572506726,0.75772655,40.74,-61.32,0.338205725,492323.2615,413.131,14.215
2017-12-24/08:58:00,2017-12-24/09:47:00,49,9.912,0.540852308,-0.773493409,0.330434352,70.7,-55.04,0.781605363,600813.6841,422.863,13.473
2017-12-24/15:07:00,2017-12-24/16:09:00,62,10.113,0.338560253,-0.763510585,0.549935043,56.64,-66.09,0.971731722,840235.5526,472.113,9.735
2017-12-24/16:57:00,2017-12-24/17:53:00,56,10.186,0.482902676,-0.678447485,0.553637207,56.38,-54.56,0.776398778,628941.4269,486.199,8.67
2017-12-25/12:47:00,2017-12-25/13:19:00,32,7.014,0.783204317,-0.576075971,0.233939201,76.47,-36.34,0.191778302,331811.4324,488.008,4.627
2017-12-25/13:32:00,2017-12-25/14:05:00,33,7.442,0.634060204,-0.773245752,0.007660482,89.56,-50.65,0.12917608,376329.9474,485.822,4.613
2017-12-25/20:31:00,2017-12-25/21:36:00,65,8.349,0.861707509,-0.26091826,-0.435180366,115.8,-16.85,0.054011181,463042.8706,465.017,4.482
2017-12-25/22:33:00,2017-12-25/23:13:00,40,8.026,0.831297874,-0.286830604,-0.476100922,118.43,-19.04,0.060732499,308166.2119,459.809,4.45
2017-12-27/04:59:00,2017-12-27/07:03:00,124,7.208,0.844971061,-0.481653243,0.232452348,76.56,-29.68,0.314715505,781937.3352,436.266,6.72
2017-12-27/07:18:00,2017-12-27/08:02:00,44,7.3,0.270199805,-0.937889338,0.217613518,77.43,-73.93,0.244784817,554529.9195,434.947,6.969
2017-12-27/15:03:00,2017-12-27/15:35:00,32,6.318,-0.363418221,-0.849152565,-0.383232564,112.53,-113.17,0.550014973,379912.5557,430.11,8.123
2017-12-27/16:08:00,2017-12-27/17:04:00,56,8.38,0.723767519,-0.636557758,0.266373217,74.55,-41.33,0.343660653,419607.8477,429.505,8.316
2017-12-27/17:07:00,2017-12-27/18:06:00,59,8.746,0.784796476,-0.61950022,0.017722411,88.98,-38.29,0.379150003,350606.3651,429.072,8.468
2017-12-28/13:25:00,2017-12-28/15:18:00,113,5.45,0.243929371,-0.94821465,0.203439176,78.26,-75.57,0.523934841,1316423.745,360.772,5.953
2017-12-28/16:55:00,2017-12-28/18:29:00,94,4.34,0.965379834,-0.213841617,-0.149377316,98.59,-12.49,0.75929153,90161.86842,358.167,4.946
2017-12-28/19:42:00,2017-12-28/23:00:00,198,4.472,0.959338844,-0.264184445,-0.099376224,95.7,-15.4,0.271681279,287826.5368,350.863,3.872
2017-12-30/12:19:00,2017-12-30/15:19:00,180,4.708,-0.642061949,-0.699892819,-0.312900156,108.23,-132.53,0.423752666,1561706.131,362.281,6.338
2017-12-30/15:48:00,2017-12-30/16:25:00,37,4.428,-0.14806895,-0.918463647,-0.366742581,111.51,-99.16,0.604137599,343268.0013,359.311,6.188
2017-12-31/00:51:00,2017-12-31/02:17:00,86,3.675,0.358624965,-0.911303639,0.202271894,78.33,-68.52,0.993098795,952740.6955,354.746,11.461
2017-12-31/19:57:00,2017-12-31/20:34:00,37,7.076,-0.250702202,0.96804136,-0.006661868,90.38,104.52,0.624245286,340781.1019,354.509,18.43
2018-01-01/22:12:00,2018-01-01/23:03:00,51,5.142,0.601823986,0.766619205,-0.223836824,102.93,51.87,0.408884227,524081.563,414.363,4.281
2018-01-02/01:06:00,2018-01-02/02:02:00,56,4.394,0.150023878,0.960887611,-0.232782871,103.46,81.13,0.67177999,496680.6217,411.005,4.812
2018-01-02/10:46:00,2018-01-02/13:38:00,172,5.479,-0.660132885,0.689975202,0.296915561,72.73,133.73,0.928443253,1746003.859,425.042,7.054
2018-01-03/01:21:00,2018-01-03/02:47:00,86,3.793,0.163485587,0.986499727,-0.009531901,90.55,80.59,0.792187214,1026094.673,386.089,8.453
2018-01-03/07:44:00,2018-01-03/11:21:00,217,4.727,0.072267234,0.997135997,-0.022301782,91.28,85.85,0.454142094,2171360.303,370.452,8.713
2018-01-03/12:55:00,2018-01-03/13:54:00,59,3.899,-0.911968768,0.409738898,-0.020664498,91.18,155.81,0.942789614,179554.0105,362.387,8.847
2018-01-04/15:43:00,2018-01-04/17:36:00,113,3.515,0.043649554,0.997446954,-0.056519032,93.24,87.49,0.333694279,1077821.856,352.383,4.164
2018-01-04/19:42:00,2018-01-04/21:41:00,119,3.08,-0.77504307,0.549180508,-0.312584639,108.22,144.68,0.47964114,754407.3226,354.499,4.316
2018-01-04/23:53:00,2018-01-05/02:16:00,143,3.513,-0.628065526,0.759654641,-0.168697,99.71,129.58,0.434551835,820582.7779,356.821,4.48
2018-01-05/02:33:00,2018-01-05/04:26:00,113,3.836,-0.211715221,0.890671968,-0.402343392,113.72,103.37,0.233081087,1060406.598,358.111,4.571
2018-01-05/07:23:00,2018-01-05/08:28:00,65,3.352,-0.388946831,0.755943239,-0.526564658,121.77,117.23,0.418849975,516534.5504,360.151,5.232
2018-01-06/06:19:00,2018-01-06/07:15:00,56,3.894,0.197710186,-0.83229512,-0.517875969,121.19,-76.64,0.3542943,596850.7392,305.01,6.381
2018-01-06/11:03:00,2018-01-06/11:47:00,44,3.783,0.443498701,-0.882437348,-0.15688616,99.03,-63.32,0.397904754,235100.5127,295.971,6.573
2018-01-07/12:31:00,2018-01-07/13:42:00,71,3.387,-0.270041943,-0.917849481,0.290912032,73.09,-106.39,0.508224249,678675.2454,281.178,9.96
2018-01-07/16:47:00,2018-01-07/17:33:00,46,3.919,0.656789899,-0.716418684,0.235311225,76.39,-47.49,0.434055626,262694.2796,283.903,11.442
2018-01-07/23:20:00,2018-01-08/00:31:00,71,3.112,0.340608478,-0.483822316,0.80616492,36.28,-54.85,0.937341928,641096.6364,288.486,13.909
2018-01-08/02:36:00,2018-01-08/03:06:00,30,5.178,0.485310793,-0.411149651,0.771640718,39.5,-40.27,0.453134567,239642.1703,290.485,14.977
2018-01-08/07:44:00,2018-01-08/09:54:00,130,13.748,-0.388412297,-0.611056745,0.689743161,46.39,-122.44,0.458057076,1037408.828,338.316,53.246
2018-01-08/12:19:00,2018-01-08/13:33:00,74,16.576,-0.306448698,0.949183583,-0.071692035,94.11,107.89,0.575883269,640100.6252,370.901,49.665
2018-01-09/05:20:00,2018-01-09/06:46:00,86,4.107,-0.968819499,-0.238791704,-0.066085652,93.79,-166.15,0.872117937,545065.4163,507.885,3.471
2018-01-10/01:44:00,2018-01-10/04:53:00,189,5.59,0.881834626,0.447332174,-0.149203673,98.58,26.9,0.135510534,1386154.182,456.894,3.699
2018-01-10/17:04:00,2018-01-10/21:38:00,274,2.995,-0.999796569,0.016809283,-0.011148914,90.64,179.04,0.907260239,97737.82356,418.511,4.211
2018-01-11/02:11:00,2018-01-11/02:53:00,42,2.974,-0.451378018,0.517441034,-0.726988852,136.63,131.1,0.848797977,560736.4362,404.329,4.767
2018-01-11/22:21:00,2018-01-12/01:21:00,180,3.173,-0.843165994,0.439588666,-0.309569001,108.03,152.46,0.637772083,945109.6576,333.522,4.073
2018-01-13/01:04:00,2018-01-13/05:14:00,250,3.54,-0.357447624,0.932807088,0.045850269,87.37,110.97,0.774922132,2028718.317,418.321,7.027
2018-01-13/08:58:00,2018-01-13/10:09:00,71,5.331,-0.039406493,-0.280732065,-0.958976865,163.53,-97.99,0.223167121,738110.6245,445.541,8.181
2018-01-13/10:11:00,2018-01-13/12:28:00,137,3.962,-0.078316987,-0.720139205,-0.689395368,133.58,-96.21,0.436807096,1212334.233,451.866,8.495
2018-01-13/16:40:00,2018-01-13/18:14:00,94,5.763,0.614417732,-0.684985876,0.391516626,66.95,-48.11,0.273187637,961202.7598,473.927,9.582
2018-01-14/06:13:00,2018-01-14/07:12:00,59,8.609,-0.691784084,0.722076595,0.006342875,89.64,133.77,0.964260459,747688.6276,557.308,8.172
2018-01-14/08:19:00,2018-01-14/09:33:00,74,6.79,-0.99545002,0.07417921,-0.059805416,93.43,175.74,0.984953523,104170.4006,545.842,7.284
2018-01-16/04:58:00,2018-01-16/06:57:00,119,3.54,-0.99730581,0.062708564,0.038063418,87.82,176.4,0.859441817,89154.55465,440.554,4.279
2018-01-16/15:11:00,2018-01-16/17:28:00,137,3.569,0.990100861,-0.140207708,-0.00649634,90.37,-8.06,0.631474018,179953.4815,387.363,4.44
2018-01-16/17:30:00,2018-01-16/21:40:00,250,3.371,-0.134911224,-0.132349655,-0.981978953,169.11,-135.55,0.593545377,2735979.741,379.036,4.433
2018-01-17/03:35:00,2018-01-17/04:13:00,38,3.43,-0.863280952,-0.503696144,-0.032191847,91.84,-149.74,0.438244343,213781.077,354.468,4.2
2018-01-17/06:50:00,2018-01-17/07:55:00,65,3.331,-0.230050892,0.938343585,0.258046359,75.05,103.78,0.469332844,519469.1355,344.249,4.103
2018-01-17/08:41:00,2018-01-17/09:37:00,56,3.41,-0.432874441,0.822827041,-0.368205756,111.6,117.75,0.381695956,507796.8418,339.041,4.053
2018-01-17/13:26:00,2018-01-17/14:08:00,42,3.419,-0.584250569,0.272556335,0.764437258,40.14,154.99,0.451556683,359373.0329,325.489,3.923
2018-01-18/21:37:00,2018-01-19/00:29:00,172,4.148,0.773428977,-0.625168622,0.104746833,83.99,-38.95,0.463835955,1058255.112,345.286,11.256
2018-01-19/01:00:00,2018-01-19/01:32:00,32,5.372,0.218460515,-0.852028906,0.475732863,61.59,-75.62,0.436330169,326689.1674,354.09,11.487
2018-01-19/03:56:00,2018-01-19/11:11:00,435,8.023,0.816464186,-0.31484279,-0.484004408,118.95,-21.09,0.220726356,2107532.036,362.55,11.825
2018-01-19/11:21:00,2018-01-19/11:51:00,30,7.261,0.550710917,-0.752891064,0.360378325,68.88,-53.82,0.317321807,301684.4321,352.874,14.992
2018-01-19/15:10:00,2018-01-19/15:47:00,37,6.222,0.675279379,-0.511134267,0.531732619,57.88,-37.12,0.991956711,325612.9838,351.17,14.442
2018-01-20/00:51:00,2018-01-20/01:56:00,65,7.262,0.040211111,-0.943085372,0.330110759,70.72,-87.56,0.562498748,907205.0739,364.102,12.405
2018-01-20/02:27:00,2018-01-20/04:01:00,94,6.462,0.784230173,-0.609113097,-0.118170567,96.79,-37.84,0.600206137,522539.767,366.585,12.027
2018-01-20/04:10:00,2018-01-20/05:09:00,59,7.363,0.550300539,0.668674886,-0.500043213,120,50.55,0.347965926,555123.2039,368.522,11.734
2018-01-21/08:45:00,2018-01-21/09:41:00,56,9.656,0.113222629,-0.993248641,-0.025253842,91.45,-83.5,0.653505087,616528.0862,434.849,13.108
2018-01-21/12:13:00,2018-01-21/17:00:00,287,8.679,0.999518812,-0.030968606,0.001772285,89.9,-1.77,0.69210124,125959.3851,449.193,10.06
2018-01-21/17:39:00,2018-01-21/18:09:00,30,7.277,0.817448258,-0.506072581,-0.275079727,105.97,-31.76,0.693229675,164646.3837,462.633,8.784
2018-01-22/00:04:00,2018-01-22/01:22:00,78,8.451,0.897828102,-0.39451912,-0.195599809,101.28,-23.72,0.427242279,450211.3913,490.704,6.141
2018-01-22/14:25:00,2018-01-22/14:55:00,30,4.204,0.151375011,-0.497732222,0.854018867,31.35,-73.08,0.859241366,448771.7341,495.272,2.746
2018-01-22/18:41:00,2018-01-22/20:58:00,137,4.673,0.999217808,-0.004932773,-0.039236084,92.25,-0.28,0.447233826,113161.6488,467.431,2.633
2018-01-22/21:44:00,2018-01-22/22:35:00,51,4.323,0.950652897,-0.268404603,-0.155621424,98.95,-15.77,0.582392752,124299.2812,454.908,2.582
2018-01-24/05:44:00,2018-01-24/06:43:00,59,3.383,-0.777940273,0.601577103,0.181421876,79.55,142.29,0.314904898,351670.8563,360.776,5.196
2018-01-24/06:55:00,2018-01-24/08:34:00,99,3.884,0.187257901,0.980723262,-0.055824377,93.2,79.19,0.238374218,801100.1041,364.285,5.514
2018-01-24/16:38:00,2018-01-24/19:22:00,164,8.441,-0.208417162,0.818565011,0.535269678,57.64,104.28,0.193882406,1870116.157,375.395,9.817
2018-01-24/21:25:00,2018-01-24/21:58:00,33,8.211,-0.448165059,-0.892216623,-0.055656038,93.19,-116.67,0.747886002,476327.1969,379.474,11.37
2018-01-24/22:03:00,2018-01-24/22:52:00,49,8.755,0.396136075,-0.566501141,-0.722601414,136.27,-55.04,0.713712692,523054.4569,380.323,11.692
2018-01-25/02:21:00,2018-01-25/02:51:00,30,8.239,-0.392798185,-0.879622996,0.268277973,74.44,-114.06,0.931655824,298456.7859,385.019,13.526
2018-01-25/05:42:00,2018-01-25/06:22:00,40,7.355,0.477630466,-0.831880629,-0.282566339,106.41,-60.14,0.85930562,340596.7154,383.169,10.385
2018-01-25/10:07:00,2018-01-25/11:00:00,53,6.482,0.80172801,-0.595674098,-0.049036827,92.81,-36.61,0.81047827,339663.3552,398.496,8.903
2018-01-25/13:30:00,2018-01-25/14:00:00,30,5.501,0.799576879,-0.599938571,0.027398491,88.43,-36.88,0.824602604,284295.358,403.406,8.584
2018-01-25/21:13:00,2018-01-25/23:12:00,119,5.002,0.993300855,0.025461242,-0.11271701,96.47,1.47,0.922207236,100790.0944,416.608,7.739
2018-01-26/00:26:00,2018-01-26/01:40:00,74,5.591,0.573558033,-0.797510386,0.187105641,79.22,-54.28,0.640954792,769370.431,421.101,7.455
2018-01-26/03:00:00,2018-01-26/05:10:00,130,7.437,0.096096881,-0.704205334,0.703463137,45.29,-82.23,0.33334747,1550450.713,424.917,7.807
2018-01-27/04:42:00,2018-01-27/05:31:00,49,4.414,0.065620355,-0.918123066,0.390824825,66.99,-85.91,0.698519528,615852.7151,396.658,5.013
2018-01-27/09:55:00,2018-01-27/11:03:00,68,3.991,0.817266881,0.350969821,-0.457050323,117.2,23.24,0.712249279,532608.1858,385.59,4.839
2018-01-27/20:32:00,2018-01-27/22:06:00,94,3.897,0.569788456,-0.766160786,0.297218442,72.71,-53.36,0.659448624,707978.5604,363.662,4.489
2018-01-28/12:46:00,2018-01-28/13:57:00,71,4.987,-0.560539961,-0.827835381,-0.021992175,91.26,-124.1,0.521317363,532035.0813,362.905,8.261
2018-01-28/13:59:00,2018-01-28/16:09:00,130,4.491,-0.210782006,-0.952633321,0.219227731,77.34,-102.48,0.654915571,1493214.139,360.344,8.259
2018-01-28/18:10:00,2018-01-28/18:48:00,38,3.972,0.672580719,-0.571585834,0.470026374,61.96,-40.36,0.838957191,280014.8872,355.245,8.254
2018-01-28/20:02:00,2018-01-28/20:55:00,53,4.283,0.074240699,-0.996561348,-0.036794651,92.11,-85.74,0.607636869,531428.4457,352.288,8.251
2018-01-29/22:55:00,2018-01-29/23:41:00,46,3.989,-0.516631842,0.579789937,0.630028009,50.95,131.7,0.784748495,283624.5137,322.556,8.4
2018-01-29/23:59:00,2018-01-30/00:41:00,42,4.913,-0.834136844,0.509988248,-0.210065961,102.13,148.56,0.428140193,168127.4447,322.543,8.487
2018-01-30/04:27:00,2018-01-30/05:49:00,82,4.774,-0.959624946,0.271358162,-0.074059211,94.25,164.21,0.605430126,169331.6493,322.615,8.893
